File accession	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Tissue_short	Age_short	Sex_short	Rep_short	Sample	Biological replicate(s)	Biosample type	Biosample organism	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR				Sample
ENCFF273WGI	mm10	ENCSR496EJP	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	H	10	F	2	H_10_F_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF123FJO/"	11896803	ENCODE Processing Pipeline	06c21537dc3c75cf8855afde35fff154		https://www.encodeproject.org/files/ENCFF273WGI/@@download/ENCFF273WGI.tsv	M21			released	s3://encode-public/2021/07/21/f9181bba-0222-4191-9d0c-ccc4840f2da3/ENCFF273WGI.tsv	ENCODE4 v1.2.3 mm10 M21	released							H_10_F_2
ENCFF611VKF	mm10	ENCSR526SEX	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	H	0	NA	1	H_0_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF862WLG/"	11906198	ENCODE Processing Pipeline	18ea836e8de318fb70bc1c56f4ebf2f7		https://www.encodeproject.org/files/ENCFF611VKF/@@download/ENCFF611VKF.tsv	M21			released	s3://encode-public/2021/03/15/588e1305-6da4-48fc-9af1-18b182ba2e00/ENCFF611VKF.tsv	ENCODE4 v1.2.1 mm10 M21	released							H_0_NA_1
ENCFF150IGS	mm10	ENCSR526SEX	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	H	0	NA	2	H_0_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF751BQT/"	11905281	ENCODE Processing Pipeline	6fd1f650a0b8642945421f4a7ca0abed		https://www.encodeproject.org/files/ENCFF150IGS/@@download/ENCFF150IGS.tsv	M21			released	s3://encode-public/2021/03/15/dcedd0f6-6f0b-42ce-92f2-55456e1f35f8/ENCFF150IGS.tsv	ENCODE4 v1.2.1 mm10 M21	released							H_0_NA_2
ENCFF049IJO	mm10	ENCSR573TZD	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	H	14	F	1	H_14_F_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF722YFF/"	11887508	ENCODE Processing Pipeline	d034e379798aa8b48e99c601282c4928		https://www.encodeproject.org/files/ENCFF049IJO/@@download/ENCFF049IJO.tsv	M21			released	s3://encode-public/2021/07/21/2ae0c3eb-e507-4d22-b33e-5aa7e1f64893/ENCFF049IJO.tsv	ENCODE4 v1.2.3 mm10 M21	released							H_14_F_1
ENCFF492WMB	mm10	ENCSR573TZD	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	H	14	F	2	H_14_F_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF003BFR/, /files/ENCFF363TFV/"	11886809	ENCODE Processing Pipeline	e5f7e7654336e1db371cc11bab743d4e		https://www.encodeproject.org/files/ENCFF492WMB/@@download/ENCFF492WMB.tsv	M21			released	s3://encode-public/2021/07/21/1acd1c0b-3563-4584-9b15-2e7734129a7d/ENCFF492WMB.tsv	ENCODE4 v1.2.3 mm10 M21	released							H_14_F_2
ENCFF258WVY	mm10	ENCSR584OSM	total RNA-seq	/mouse-donors/ENCDO996MUL/	UBERON:0000948	heart	H	8m	M	1	H_8m_M_1	1	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			1	1_1	"/files/ENCFF884GGX/, /files/ENCFF363TFV/"	11889850	ENCODE Processing Pipeline	21249c104ecb1a7105f8e2365ca559b7		https://www.encodeproject.org/files/ENCFF258WVY/@@download/ENCFF258WVY.tsv	M21			released	s3://encode-public/2022/02/10/029aaf46-cd9b-4200-82ff-84c91df9d42a/ENCFF258WVY.tsv	ENCODE4 v1.2.4 mm10 M21	released							H_8m_M_1
ENCFF883NEA	mm10	ENCSR584OSM	total RNA-seq	/mouse-donors/ENCDO996MUL/	UBERON:0000948	heart	H	8m	M	2	H_8m_M_2	2	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF857ZRI/"	11887468	ENCODE Processing Pipeline	7975fb8d231f31fc2a6a85bd3352f45e		https://www.encodeproject.org/files/ENCFF883NEA/@@download/ENCFF883NEA.tsv	M21			released	s3://encode-public/2022/02/10/162bfd93-5950-43d4-a8af-7e53b9a79fea/ENCFF883NEA.tsv	ENCODE4 v1.2.4 mm10 M21	released							H_8m_M_2
ENCFF868TGE	mm10	ENCSR597UZW	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	H	15.5	NA	1	H_15.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF807GIW/, /files/ENCFF363TFV/"	11899067	ENCODE Processing Pipeline	f247dbab885bb09469e1844d9b99fcd9		https://www.encodeproject.org/files/ENCFF868TGE/@@download/ENCFF868TGE.tsv	M21			released	s3://encode-public/2021/03/15/ce2d59e6-f52b-4ff0-8e9b-56ac1106e508/ENCFF868TGE.tsv	ENCODE4 v1.2.1 mm10 M21	released							H_15.5_NA_1
ENCFF227HCW	mm10	ENCSR597UZW	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	H	15.5	NA	2	H_15.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF399PCW/, /files/ENCFF363TFV/"	11894952	ENCODE Processing Pipeline	288da4c114d0e06657394c6dffb7e6a0		https://www.encodeproject.org/files/ENCFF227HCW/@@download/ENCFF227HCW.tsv	M21			released	s3://encode-public/2021/03/15/4a269950-1e57-480d-a814-036d9fbabc4d/ENCFF227HCW.tsv	ENCODE4 v1.2.1 mm10 M21	released							H_15.5_NA_2
ENCFF823WXN	mm10	ENCSR621FZG	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	H	25	F	1	H_25_F_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF752BLM/"	11897724	ENCODE Processing Pipeline	16c4ac8a11120a71d59f405bcc8f1011		https://www.encodeproject.org/files/ENCFF823WXN/@@download/ENCFF823WXN.tsv	M21			released	s3://encode-public/2021/07/21/3b2fc3dc-e328-4f53-b433-b22ad45a2bba/ENCFF823WXN.tsv	ENCODE4 v1.2.3 mm10 M21	released							H_25_F_1
ENCFF942EDV	mm10	ENCSR621FZG	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	H	25	F	2	H_25_F_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF060SDE/"	11898022	ENCODE Processing Pipeline	772a577974b852db74f9c51c99ab0c12		https://www.encodeproject.org/files/ENCFF942EDV/@@download/ENCFF942EDV.tsv	M21			released	s3://encode-public/2021/07/21/0bd780fd-420c-4ec8-964f-8b9517c5fb38/ENCFF942EDV.tsv	ENCODE4 v1.2.3 mm10 M21	released							H_25_F_2
ENCFF159DWP	mm10	ENCSR691OPQ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	H	11.5	NA	1	H_11.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	11/20/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF440CJB/"	11893961	ENCODE Processing Pipeline	b80a13c550966b2cf2960c8fd3a0706e		https://www.encodeproject.org/files/ENCFF159DWP/@@download/ENCFF159DWP.tsv	M21			released	s3://encode-public/2021/03/15/ee5b0539-a40d-44e4-9cc2-86a783d92883/ENCFF159DWP.tsv	ENCODE4 v1.2.1 mm10 M21	released							H_11.5_NA_1
ENCFF168UJM	mm10	ENCSR691OPQ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	H	11.5	NA	2	H_11.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	11/20/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF660EQZ/"	11883149	ENCODE Processing Pipeline	76e26d27e6a8b3026cbf6244312e310a		https://www.encodeproject.org/files/ENCFF168UJM/@@download/ENCFF168UJM.tsv	M21			released	s3://encode-public/2021/03/15/8f9b6ce5-773d-481d-bb3a-f3ae036d56b8/ENCFF168UJM.tsv	ENCODE4 v1.2.1 mm10 M21	released							H_11.5_NA_2
ENCFF902DSU	mm10	ENCSR727FHP	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	H	14.5	NA	1	H_14.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF443PQC/, /files/ENCFF363TFV/"	11881050	ENCODE Processing Pipeline	491eefbdad196f961cb100261d2c7cbe		https://www.encodeproject.org/files/ENCFF902DSU/@@download/ENCFF902DSU.tsv	M21			released	s3://encode-public/2021/03/15/9c41e3e3-006a-40e7-93dc-f24afcbde511/ENCFF902DSU.tsv	ENCODE4 v1.2.1 mm10 M21	released							H_14.5_NA_1
ENCFF554PCI	mm10	ENCSR727FHP	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000948	heart	H	14.5	NA	2	H_14.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF528CNL/"	11882212	ENCODE Processing Pipeline	34fdd2f582000877a50efd99b888d323		https://www.encodeproject.org/files/ENCFF554PCI/@@download/ENCFF554PCI.tsv	M21			released	s3://encode-public/2021/03/15/a2c5e945-7935-4387-983e-7fb3b7f0ec7c/ENCFF554PCI.tsv	ENCODE4 v1.2.1 mm10 M21	released							H_14.5_NA_2
ENCFF743FCS	mm10	ENCSR767PMR	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	H	14	M	1	H_14_M_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF662PTH/, /files/ENCFF363TFV/"	11893640	ENCODE Processing Pipeline	5f5255deedfc728529d6f0b1d9cb15c6		https://www.encodeproject.org/files/ENCFF743FCS/@@download/ENCFF743FCS.tsv	M21			released	s3://encode-public/2021/07/21/9cc5e740-e3fc-4427-8d34-3c855701c01f/ENCFF743FCS.tsv	ENCODE4 v1.2.3 mm10 M21	released							H_14_M_1
ENCFF938LYK	mm10	ENCSR767PMR	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	H	14	M	2	H_14_M_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF386PIL/, /files/ENCFF363TFV/"	11900969	ENCODE Processing Pipeline	1f73397f6af4cc4f0585e3bf8aa15b91		https://www.encodeproject.org/files/ENCFF938LYK/@@download/ENCFF938LYK.tsv	M21			released	s3://encode-public/2021/07/21/b1f09989-4ffe-4c74-9013-cf533ead1ff0/ENCFF938LYK.tsv	ENCODE4 v1.2.3 mm10 M21	released							H_14_M_2
ENCFF938LYK	mm10	ENCSR791IFR	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	H	36	F	1	H_36_F_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF765VPW/, /files/ENCFF363TFV/"	11893283	ENCODE Processing Pipeline	051b54d19174f39ec1e42197fd5e2eb4		https://www.encodeproject.org/files/ENCFF831KOD/@@download/ENCFF831KOD.tsv	M21			released	s3://encode-public/2021/07/22/cf430276-97dd-4f93-92a2-17968c32f6f6/ENCFF831KOD.tsv	ENCODE4 v1.2.3 mm10 M21	released							H_36_F_1
ENCFF938LYK	mm10	ENCSR791IFR	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	H	36	F	2	H_36_F_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF946HWG/, /files/ENCFF363TFV/"	11891041	ENCODE Processing Pipeline	c52ff49f15b28fc2c959e47445cb738d		https://www.encodeproject.org/files/ENCFF576JZV/@@download/ENCFF576JZV.tsv	M21			released	s3://encode-public/2021/07/22/2b0817e0-4964-485c-9035-ef00a51763d9/ENCFF576JZV.tsv	ENCODE4 v1.2.3 mm10 M21	released							H_36_F_2
ENCFF938LYK	mm10	ENCSR795WFC	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	H	18m	M	1	H_18m_M_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF306AHD/"	11895352	ENCODE Processing Pipeline	58643824d702adfa010db78c31273e44		https://www.encodeproject.org/files/ENCFF519HZD/@@download/ENCFF519HZD.tsv	M21			released	s3://encode-public/2021/07/21/9b933eea-21a6-41ce-9f72-833587e0751b/ENCFF519HZD.tsv	ENCODE4 v1.2.3 mm10 M21	released							H_18m_M_1
ENCFF938LYK	mm10	ENCSR795WFC	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	H	18m	M	2	H_18m_M_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF265OIO/"	11891506	ENCODE Processing Pipeline	8d974abc67ba0fc31f6da7b0a602822e		https://www.encodeproject.org/files/ENCFF477XEJ/@@download/ENCFF477XEJ.tsv	M21			released	s3://encode-public/2021/07/21/bd9affff-a9ec-436e-b34c-08e1f7c6edb6/ENCFF477XEJ.tsv	ENCODE4 v1.2.3 mm10 M21	released							H_18m_M_2
ENCFF938LYK	mm10	ENCSR838GNN	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	H	25	M	1	H_25_M_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF922TAH/, /files/ENCFF363TFV/"	11891685	ENCODE Processing Pipeline	2866dc93012eb5ce4c5aaba62ea46608		https://www.encodeproject.org/files/ENCFF031ZPJ/@@download/ENCFF031ZPJ.tsv	M21			released	s3://encode-public/2021/07/21/deb43d34-571e-4121-91f2-0c4cc4d36484/ENCFF031ZPJ.tsv	ENCODE4 v1.2.3 mm10 M21	released							H_25_M_1
ENCFF938LYK	mm10	ENCSR838GNN	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	H	25	M	2	H_25_M_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF542PJA/, /files/ENCFF363TFV/"	11895479	ENCODE Processing Pipeline	cf5e65a31f59785971b10d9df5a19c9e		https://www.encodeproject.org/files/ENCFF192SSH/@@download/ENCFF192SSH.tsv	M21			released	s3://encode-public/2021/07/21/5a0c87d3-fc7f-439f-aae1-d2c956b1c822/ENCFF192SSH.tsv	ENCODE4 v1.2.3 mm10 M21	released							H_25_M_2
ENCFF938LYK	mm10	ENCSR967IKT	total RNA-seq	/mouse-donors/ENCDO996MUL/	UBERON:0000948	heart	H	8m	F	1	H_8m_F_1	1	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF534TGT/"	11897320	ENCODE Processing Pipeline	825bc25c5b9432c08543476ec03e3b47		https://www.encodeproject.org/files/ENCFF260OJQ/@@download/ENCFF260OJQ.tsv	M21			released	s3://encode-public/2022/02/10/94f01df2-5c80-4abf-bdee-8278a2e7c1f3/ENCFF260OJQ.tsv	ENCODE4 v1.2.4 mm10 M21	released							H_8m_F_1
ENCFF938LYK	mm10	ENCSR967IKT	total RNA-seq	/mouse-donors/ENCDO996MUL/	UBERON:0000948	heart	H	8m	F	2	H_8m_F_2	2	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF401WMA/"	11891819	ENCODE Processing Pipeline	8dd21d03ad619cfe2264d77517264af1		https://www.encodeproject.org/files/ENCFF170YTB/@@download/ENCFF170YTB.tsv	M21			released	s3://encode-public/2022/02/10/26adb3cb-c56c-4b84-80f5-85d65f26979c/ENCFF170YTB.tsv	ENCODE4 v1.2.4 mm10 M21	released							H_8m_F_2
ENCFF938LYK	mm10	ENCSR984JDC	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	H	2m	F	1	H_2m_F_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF482AMR/"	11897372	ENCODE Processing Pipeline	7a4f83ca96816f6e9a6c2f098add5262		https://www.encodeproject.org/files/ENCFF422BTA/@@download/ENCFF422BTA.tsv	M21			released	s3://encode-public/2021/07/20/187de9d9-36f6-48b8-b850-0db965878eed/ENCFF422BTA.tsv	ENCODE4 v1.2.3 mm10 M21	released							H_2m_F_1
ENCFF938LYK	mm10	ENCSR984JDC	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000948	heart	H	2m	F	2	H_2m_F_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF101UMV/, /files/ENCFF363TFV/"	11897353	ENCODE Processing Pipeline	9de3bb1988390a709143cb3c9add75d9		https://www.encodeproject.org/files/ENCFF894UGW/@@download/ENCFF894UGW.tsv	M21			released	s3://encode-public/2021/07/20/0c7cf222-2039-4742-906f-348c7e3bb822/ENCFF894UGW.tsv	ENCODE4 v1.2.3 mm10 M21	released							H_2m_F_2
ENCFF938LYK	mm10	ENCSR017JEG	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	HB	0	NA	1	HB_0_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF373AAL/"	11884570	ENCODE Processing Pipeline	ff0a7f4f795c946c9df311f9dd9dc377		https://www.encodeproject.org/files/ENCFF892WXB/@@download/ENCFF892WXB.tsv	M21			released	s3://encode-public/2021/03/15/5543b891-4986-4ca6-91de-eefed26f2208/ENCFF892WXB.tsv	ENCODE4 v1.2.1 mm10 M21	released							HB_0_NA_1
ENCFF938LYK	mm10	ENCSR017JEG	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	HB	0	NA	2	HB_0_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF378CJD/"	11894160	ENCODE Processing Pipeline	52fd641c587554c6f86e261fa2288f0e		https://www.encodeproject.org/files/ENCFF851KEG/@@download/ENCFF851KEG.tsv	M21			released	s3://encode-public/2021/03/15/def6b85e-4cbe-4b39-895d-73563ecc849f/ENCFF851KEG.tsv	ENCODE4 v1.2.1 mm10 M21	released							HB_0_NA_2
ENCFF938LYK	mm10	ENCSR285WZV	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	HB	16.5	NA	1	HB_16.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF491NNK/, /files/ENCFF363TFV/"	11894868	ENCODE Processing Pipeline	b0e7a4b933182b078b9ae1fd2d154c18		https://www.encodeproject.org/files/ENCFF310GSV/@@download/ENCFF310GSV.tsv	M21			released	s3://encode-public/2021/03/15/f1c66151-7673-46b5-85be-63d838a7a9dc/ENCFF310GSV.tsv	ENCODE4 v1.2.1 mm10 M21	released							HB_16.5_NA_1
ENCFF938LYK	mm10	ENCSR285WZV	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	HB	16.5	NA	2	HB_16.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF785HYU/, /files/ENCFF363TFV/"	11891849	ENCODE Processing Pipeline	d4bf27b54f0a5a26deb55c60a161159f		https://www.encodeproject.org/files/ENCFF858ZON/@@download/ENCFF858ZON.tsv	M21			released	s3://encode-public/2021/03/15/fd34867f-0054-4d4a-b2a7-a66a57e9d29a/ENCFF858ZON.tsv	ENCODE4 v1.2.1 mm10 M21	released							HB_16.5_NA_2
ENCFF938LYK	mm10	ENCSR401BSG	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	HB	15.5	NA	1	HB_15.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF669XYM/, /files/ENCFF363TFV/"	11891433	ENCODE Processing Pipeline	d0342945981bb2ccdde98cb64b3a4f27		https://www.encodeproject.org/files/ENCFF195CMT/@@download/ENCFF195CMT.tsv	M21			released	s3://encode-public/2021/03/15/6a5b89b3-14a8-4742-aa7e-7a5092821da1/ENCFF195CMT.tsv	ENCODE4 v1.2.1 mm10 M21	released							HB_15.5_NA_1
ENCFF938LYK	mm10	ENCSR401BSG	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	HB	15.5	NA	2	HB_15.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF632JWK/"	11896424	ENCODE Processing Pipeline	a42b7d26609574102db36c515e175a19		https://www.encodeproject.org/files/ENCFF804NPY/@@download/ENCFF804NPY.tsv	M21			released	s3://encode-public/2021/03/15/12e670df-3e70-4555-8dd8-d32ed731419f/ENCFF804NPY.tsv	ENCODE4 v1.2.1 mm10 M21	released							HB_15.5_NA_2
ENCFF938LYK	mm10	ENCSR420QTO	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	HB	12.5	NA	1	HB_12.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	5/3/16	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF531ICK/"	11882032	ENCODE Processing Pipeline	a4a23c2b7a4b328f307df27efb6488b3		https://www.encodeproject.org/files/ENCFF928MQD/@@download/ENCFF928MQD.tsv	M21			released	s3://encode-public/2021/03/15/67d01a01-1b87-4a11-8fd6-cfad1ded2a8a/ENCFF928MQD.tsv	ENCODE4 v1.2.1 mm10 M21	released							HB_12.5_NA_1
ENCFF938LYK	mm10	ENCSR420QTO	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	HB	12.5	NA	2	HB_12.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	5/3/16	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF756QOQ/, /files/ENCFF363TFV/"	11879774	ENCODE Processing Pipeline	209544fa31ea470c0c149a1ff926aab7		https://www.encodeproject.org/files/ENCFF046RSQ/@@download/ENCFF046RSQ.tsv	M21			released	s3://encode-public/2021/03/15/75b5ecee-4975-4b7a-9eee-7500866ef9b1/ENCFF046RSQ.tsv	ENCODE4 v1.2.1 mm10 M21	released							HB_12.5_NA_2
ENCFF938LYK	mm10	ENCSR559TRB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	HB	14.5	NA	1	HB_14.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF482DWO/"	11883871	ENCODE Processing Pipeline	10279056a175e644bf4eb138f4907ad1		https://www.encodeproject.org/files/ENCFF304ILZ/@@download/ENCFF304ILZ.tsv	M21			released	s3://encode-public/2021/03/15/fb31c9e6-9e4c-48ac-a59e-be04919772f1/ENCFF304ILZ.tsv	ENCODE4 v1.2.1 mm10 M21	released							HB_14.5_NA_1
ENCFF938LYK	mm10	ENCSR559TRB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	HB	14.5	NA	2	HB_14.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF965ORD/"	11885718	ENCODE Processing Pipeline	e74e522e443255ab89237b3f81ff2380		https://www.encodeproject.org/files/ENCFF876LKY/@@download/ENCFF876LKY.tsv	M21			released	s3://encode-public/2021/03/15/d7f2bd26-2ed4-42f0-b2e4-7f3746f622c4/ENCFF876LKY.tsv	ENCODE4 v1.2.1 mm10 M21	released							HB_14.5_NA_2
ENCFF938LYK	mm10	ENCSR760TOE	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	HB	11.5	NA	1	HB_11.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	11/20/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF118ONI/, /files/ENCFF363TFV/"	11902687	ENCODE Processing Pipeline	55c16132cc966d490f796cd62ce94b03		https://www.encodeproject.org/files/ENCFF434CSI/@@download/ENCFF434CSI.tsv	M21			released	s3://encode-public/2021/03/15/a3252e28-fb2b-4ba5-abba-c97efabd42ab/ENCFF434CSI.tsv	ENCODE4 v1.2.1 mm10 M21	released							HB_11.5_NA_1
ENCFF938LYK	mm10	ENCSR760TOE	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	HB	11.5	NA	2	HB_11.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	11/20/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF918OGJ/, /files/ENCFF363TFV/"	11894539	ENCODE Processing Pipeline	12ec31f45d281aacde586e29e521efc6		https://www.encodeproject.org/files/ENCFF606UHO/@@download/ENCFF606UHO.tsv	M21			released	s3://encode-public/2021/03/15/d3d82d1d-4f8a-4763-b30f-e21d1621f553/ENCFF606UHO.tsv	ENCODE4 v1.2.1 mm10 M21	released							HB_11.5_NA_2
